Ingrediente Buscado;Produto Encontrado;Preço (R$);Unidade;Mercado;Link;Data da Coleta
"arroz";"Arroz Tipo 1 Raroz 1kg";4,79;1kg;Spani Atacadista;https://www.spanionline.com.br/produto/3053/arroz-tipo-1-raroz-1kg;2026-03-22 23:31:11
"arroz";"Arroz Camil Integral 1kg";4,80;1kg;Atacadão;https://www.atacadao.com.br/arroz-camil-integral-pacote-com-1kg-3372-13757/p;2026-03-22 23:31:11
"arroz";"Arroz Integral Tio João Tipo 1 1kg";4,98;1kg;Atacadão;https://www.atacadao.com.br/arroz-integral-tio-joao-tipo-1-46814-14243/p;2026-03-22 23:31:11
"arroz";"Arroz Tipo 1 Fantástico Premium 1kg";4,99;1kg;Spani Atacadista;https://www.spanionline.com.br/produto/3031/arroz-tipo-1-fantastico-premium-1kg;2026-03-22 23:31:11
"arroz";"Produto indisponível Arroz Tipo 1 Solito 5kg";4,99;5kg;Spani Atacadista;https://www.spanionline.com.br/produto/3058/arroz-tipo-1-solito-5kg;2026-03-22 23:31:11
"arroz";"Produto indisponível Ração Baw Waw P/cães Carne/frango/arroz 5kg Adulto";4,99;5kg;Spani Atacadista;https://www.spanionline.com.br/produto/9949/racao-baw-waw-pcaes-carnefrangoarroz-5kg-adulto;2026-03-22 23:31:11
"arroz";"Produto indisponível Ração P/cães Baw Waw Carne/frango/arroz 5kg Adulto";4,99;5kg;Spani Atacadista;https://www.spanionline.com.br/produto/9948/racao-pcaes-baw-waw-carnefrangoarroz-5kg-adulto;2026-03-22 23:31:11
"arroz";"Produto indisponível Ração P/cães Baw Waw Carne/frango/arroz 5kg Filhote";4,99;5kg;Spani Atacadista;https://www.spanionline.com.br/produto/9947/racao-pcaes-baw-waw-carnefrangoarroz-5kg-filhote;2026-03-22 23:31:11
"arroz";"Produto indisponível Ração Baw Waw Carne/frango/arroz P/ Cães 10,1kg Adulto";4,99;1kg;Spani Atacadista;https://www.spanionline.com.br/produto/9940/racao-baw-waw-carnefrangoarroz-p-caes-101kg-adulto;2026-03-22 23:31:11
"arroz";"Produto indisponível Ração Baw Waw P/ Cães Carne/frango/arroz 10,1kg Adulto";4,99;1kg;Spani Atacadista;https://www.spanionline.com.br/produto/9939/racao-baw-waw-p-caes-carnefrangoarroz-101kg-adulto;2026-03-22 23:31:11
"arroz";"Produto indisponível Ração P/ Cães Baw Waw Carne/frango/arroz 2,4kg Adulto Méd/gran";4,99;4kg;Spani Atacadista;https://www.spanionline.com.br/produto/9931/racao-p-caes-baw-waw-carnefrangoarroz-24kg-adulto-medgran;2026-03-22 23:31:11
"arroz";"Produto indisponível Ração P/ Cães Baw Waw Carne/frango/arroz 2,4kg Adulto Raças Pequenas";4,99;4kg;Spani Atacadista;https://www.spanionline.com.br/produto/9930/racao-p-caes-baw-waw-carnefrangoarroz-24kg-adulto-racas-pequenas;2026-03-22 23:31:11
"arroz";"Produto indisponível Ração Baw Waw Carne/frango/arroz P/ Cães 900g Adulto";4,99;900g;Spani Atacadista;https://www.spanionline.com.br/produto/9929/racao-baw-waw-carnefrangoarroz-p-caes-900g-adulto;2026-03-22 23:31:11
"arroz";"Produto indisponível Ração Baw Waw P/ Cães Carne/frango/arroz 900gr Adulto Senior";4,99;900g;Spani Atacadista;https://www.spanionline.com.br/produto/9926/racao-baw-waw-p-caes-carnefrangoarroz-900gr-adulto-senior;2026-03-22 23:31:11
"arroz";"Arroz Prato Fino Integral Tipo 1 1kg";5,29;1kg;Atacadão;https://www.atacadao.com.br/arroz-prato-fino-integral-tipo-1-39738-14666/p;2026-03-22 23:31:11
"arroz";"Arroz Parboilizado Tipo 1 Palmares Integral 1kg";5,49;1kg;Spani Atacadista;https://www.spanionline.com.br/produto/10960/arroz-parboilizado-tipo-1-palmares-integral-1kg;2026-03-22 23:31:11
"arroz";"Arroz Integral Albaruska 1kgcionar";5,49;1kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/arroz-integral-albaruska-1kg-22633;2026-03-22 23:31:11
"arroz";"Arroz Albaruska Agulhinha Tipo 1 1kg";5,50;1kg;Atacadão;https://www.atacadao.com.br/arroz-albaruska-agulhinha-tipo-1-91060-40836/p;2026-03-22 23:31:11
"arroz";"Arroz Tio João Agulhinha - Tipo 1 1kg";5,90;1kg;Atacadão;https://www.atacadao.com.br/arroz-tio-joao-agulhinha---tipo-1-12158-15018/p;2026-03-22 23:31:11
"arroz";"Arroz Integral Camil 1kgpartir de 2 unidadesregras";6,09;1kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/arroz-integral-camil-1kg-1647;2026-03-22 23:31:11
"arroz";"Vinagre Toscano 750ml Arroz";6,59;750ml;Spani Atacadista;https://www.spanionline.com.br/produto/3446/vinagre-toscano-750ml-arroz;2026-03-22 23:31:11
"arroz";"Arroz Tipo 1 Camil 2kgcionar";7,49;2kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/arroz-tipo-1-camil-2kg;2026-03-22 23:31:11
"arroz";"Arroz Integral Meu Biju 8 Grãos com Quinoa 500g";9,85;8 g;Atacadão;https://www.atacadao.com.br/arroz-integral-meu-biju-8-graos-com-quinoa-77764-14214/p;2026-03-22 23:31:11
"arroz";"Arroz Integral Tio João 7 Grãos com quinoa 500g";10,98;7 g;Atacadão;https://www.atacadao.com.br/arroz-integral-tio-joao-7-graos-com-quinoa-64792-14230/p;2026-03-22 23:31:11
"arroz";"Cereal Infantil Mucilon 360g Refil Arroz E Aveia";11,90;360g;Spani Atacadista;https://www.spanionline.com.br/produto/9052/cereal-infantil-mucilon-360g-refil-arroz-e-aveia;2026-03-22 23:31:11
"arroz";"Cereal Infantil Mucilon 360g Refil Arroz";11,90;360g;Spani Atacadista;https://www.spanionline.com.br/produto/9053/cereal-infantil-mucilon-360g-refil-arroz;2026-03-22 23:31:11
"arroz";"Arroz Tipo 1 São Lucas 5kgpartir de 2 unidadesregras";13,99;5kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/arroz-tipo-1-sao-lucas-5kg;2026-03-22 23:31:11
"arroz";"Arroz Tipo 1 Solito 5kgcionar";14,20;5kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/arroz-tipo-1-solito-5kg;2026-03-22 23:31:11
"arroz";"Arroz Tipo 1 Saboroso 5kgcionar";14,20;5kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/arroz-tipo-1-saboroso-5kg-1470;2026-03-22 23:31:11
"arroz";"Arroz Tipo 1 Select 5Kgcionar";14,79;5kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/arroz-tipo-1-select-5kg-14830;2026-03-22 23:31:11
"arroz";"Arroz Vila Nova Parboilizado - Tipo 1 5kg";14,88;5kg;Atacadão;https://www.atacadao.com.br/arroz-vila-nova-parboilizado---tipo-1-13161-15219/p;2026-03-22 23:31:11
"arroz";"Arroz Tipo 1 Pateko 5kgpartir de 2 unidadesregras";15,29;5kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/arroz-tipo-1-pateko-5kg-2678;2026-03-22 23:31:11
"arroz";"Arroz Parboilizado Select 5kgcionar";15,75;5kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/arroz-parboilizado-select-5kg-2542;2026-03-22 23:31:11
"arroz";"Arroz Sabor Máximo Agulhinha Tipo 1 5kg";15,89;5kg;Atacadão;https://www.atacadao.com.br/arroz-sabor-maximo-agulhinha-tipo-1-35781-14357/p;2026-03-22 23:31:11
"arroz";"Arroz Solito Agulhinha - Tipo 1 5kg";16,79;5kg;Atacadão;https://www.atacadao.com.br/arroz-solito-agulhinha-tipo-1-61094-14942/p;2026-03-22 23:31:11
"arroz";"Arroz para Cães Cão Brasil 5kg";17,90;5kg;Atacadão;https://www.atacadao.com.br/arroz-para-caes-cao-brasil-11418-14553/p;2026-03-22 23:31:11
"arroz";"Arroz Tarumã 5kgpartir de 2 unidadesregras";18,59;5kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/arroz-taruma-5kg;2026-03-22 23:31:11
"arroz";"Arroz Arbório Urbano 1kgcionar";18,90;1kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/arroz-arborio-urbano-1kg;2026-03-22 23:31:11
"arroz";"Arroz Camil Agulhinha - Tipo 1 5kg";19,39;5kg;Atacadão;https://www.atacadao.com.br/;2026-03-22 23:31:11
"arroz";"Arroz Tipo 1 Fantástico 5kgcionar";20,49;5kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/arroz-tipo-1-fantastico-5kg-1464;2026-03-22 23:31:11
"arroz";"Arroz Parboilizado Tipo 1 Palmares 5kg";20,50;5kg;Spani Atacadista;https://www.spanionline.com.br/produto/10961/arroz-parboilizado-tipo-1-palmares-5kg;2026-03-22 23:31:11
"arroz";"Arroz Urbano Italiano - Tipo 1 1kg";20,88;1kg;Atacadão;https://www.atacadao.com.br/arroz-urbano-italiano---tipo-1-pacote-com-1kg-32089-15165/p;2026-03-22 23:31:11
"arroz";"Arroz Tipo 1 Palmares Plus 5kg";20,90;5kg;Spani Atacadista;https://www.spanionline.com.br/produto/3041/arroz-tipo-1-palmares-plus-5kg;2026-03-22 23:31:11
"arroz";"Arroz Agulhinha T1 5kg Arrozal";22,90;5kg;Spani Atacadista;https://www.spanionline.com.br/produto/12961/arroz-agulhinha-t1-5kg-arrozal;2026-03-22 23:31:11
"arroz";"Arroz Tipo 1 Palmares Gold 5kg";23,90;5kg;Spani Atacadista;https://www.spanionline.com.br/produto/3039/arroz-tipo-1-palmares-gold-5kg;2026-03-22 23:31:11
"arroz";"Arroz Tipo 1 Raroz 5kg Parboilizado";23,90;5kg;Spani Atacadista;https://www.spanionline.com.br/produto/3055/arroz-tipo-1-raroz-5kg-parboilizado;2026-03-22 23:31:11
"arroz";"Arroz Tipo 1 Prato Fino 5kgcionar";24,30;5kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/arroz-tipo-1-prato-fino-5kg-835;2026-03-22 23:31:11
"arroz";"Arroz Tipo 1 Raroz 5kg";24,50;5kg;Spani Atacadista;https://www.spanionline.com.br/produto/3054/arroz-tipo-1-raroz-5kg;2026-03-22 23:31:11
"arroz";"Mucilon 600g Refil Arroz E Aveia";24,79;600g;Spani Atacadista;https://www.spanionline.com.br/produto/9044/mucilon-600g-refil-arroz-e-aveia;2026-03-22 23:31:11
"arroz";"Arroz Tipo 1 Pagliarin 5kg";24,90;5kg;Spani Atacadista;https://www.spanionline.com.br/produto/3038/arroz-tipo-1-pagliarin-5kg;2026-03-22 23:31:11
"arroz";"Arroz Empório São João Agulhinha Tipo 1 5kg";25,39;5kg;Atacadão;https://www.atacadao.com.br/arroz-emporio-sao-joao-agulhinha-tipo-1-57067-14003/p;2026-03-22 23:31:11
"arroz";"Arroz Tipo 1 Fantástico Premium 5kg";25,90;5kg;Spani Atacadista;https://www.spanionline.com.br/produto/3032/arroz-tipo-1-fantastico-premium-5kg;2026-03-22 23:31:11
"arroz";"Arroz Tipo 1 Albaruska 5kgpartir de 2 unidadesregras";26,70;5kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/arroz-tipo-1-de-pilao-albaruska-5kg-3509;2026-03-22 23:31:11
"arroz";"Arroz Tio João Agulhinha - Tipo 1 5kg";26,79;5kg;Atacadão;https://www.atacadao.com.br/arroz-tio-joao-agulhinha---tipo-1-5148-15022/p;2026-03-22 23:31:11
"arroz";"Arroz Albaruska Agulhinha Tipo 1 5kg";26,89;5kg;Atacadão;https://www.atacadao.com.br/arroz-albaruska-agulhinha-tipo-1-34107-13499/p;2026-03-22 23:31:11
"arroz";"Arroz Tipo 1 Camil 5kg";28,90;5kg;Spani Atacadista;https://www.spanionline.com.br/produto/1185/arroz-tipo-1-camil-5kg;2026-03-22 23:31:11
"arroz";"Mucilon 1kg Refil Arroz E Aveia";33,90;1kg;Spani Atacadista;https://www.spanionline.com.br/produto/9046/mucilon-1kg-refil-arroz-e-aveia;2026-03-22 23:31:11
"arroz";"Arroz Momiji Japonês Tipo 1 5kg";48,88;5kg;Atacadão;https://www.atacadao.com.br/arroz-momiji-japones-tipo-1-15782-14439/p;2026-03-22 23:31:11
"creme de leite";"Creme de Leite Casaberta 200g";2,09;200g;Atacadão;https://www.atacadao.com.br/creme-de-leite-casaberta-5493-57434/p;2026-03-22 23:31:11
"creme de leite";"Creme de Leite Damare Leve 200g";2,15;200g;Atacadão;https://www.atacadao.com.br/creme-de-leite-damare-leve-94876-45105/p;2026-03-22 23:31:11
"creme de leite";"Creme de Leite Mococa 200gcionar";2,29;200g;Tenda Atacado;https://www.tendaatacado.com.br/produto/creme-de-leite-mococa-200g;2026-03-22 23:31:11
"creme de leite";"Creme de Leite UHT Levíssimo Homogeneizado Itambé 200gpartir de 4 unidadesregras";2,29;200g;Tenda Atacado;https://www.tendaatacado.com.br/produto/creme-de-leite-uht-levissimo-homogeneizado-itambe-200g;2026-03-22 23:31:11
"creme de leite";"Mistura Láctea Creme de Leite Mococa 200gpartir de 4 unidadesregras";2,29;200g;Tenda Atacado;https://www.tendaatacado.com.br/produto/mistura-lactea-creme-de-leite-mococa-200g-30252;2026-03-22 23:31:11
"creme de leite";"Creme de Leite CCGL 200g";2,39;200g;Atacadão;https://www.atacadao.com.br/creme-de-leite-ccgl-tp-com-200g-45393-27221/p;2026-03-22 23:31:11
"creme de leite";"Creme De Leite Piracanjuba 200g";2,49;200g;Spani Atacadista;https://www.spanionline.com.br/produto/11156/creme-de-leite-piracanjuba-200g;2026-03-22 23:31:11
"creme de leite";"Creme de Leite Italac 200gcionar";2,49;200g;Tenda Atacado;https://www.tendaatacado.com.br/produto/creme-de-leite-italac-200g-1419;2026-03-22 23:31:11
"creme de leite";"Creme de Leite Piracanjuba 200g";2,49;200g;Atacadão;https://www.atacadao.com.br/creme-de-leite-piracanjuba-23290-27439/p;2026-03-22 23:31:11
"creme de leite";"Creme De Leite Glória 200g Leve Homogeneizado";2,69;200g;Spani Atacadista;https://www.spanionline.com.br/produto/14739/creme-de-leite-gloria-200g-leve-homogeneizado;2026-03-22 23:31:11
"creme de leite";"Creme de Leite Lider 200gpartir de 4 unidadesregras";2,69;200g;Tenda Atacado;https://www.tendaatacado.com.br/produto/creme-de-leite-lider-200g-4280;2026-03-22 23:31:11
"creme de leite";"Creme de Leite Piracanjuba 200gpartir de 4 unidadesregras";2,79;200g;Tenda Atacado;https://www.tendaatacado.com.br/produto/creme-de-leite-piracanjuba-200g-21208;2026-03-22 23:31:11
"creme de leite";"Creme De Leite Italac 200g Tp";2,89;200g;Spani Atacadista;https://www.spanionline.com.br/produto/1929/creme-de-leite-italac-200g-tp;2026-03-22 23:31:11
"creme de leite";"Creme de Leite Glória 200gpartir de 4 unidadesregras";2,89;200g;Tenda Atacado;https://www.tendaatacado.com.br/produto/creme-de-leite-gloria-200g-8969;2026-03-22 23:31:11
"creme de leite";"Creme de Leite 10% Italac 200gpartir de 4 unidadesregras";2,89;200g;Tenda Atacado;https://www.tendaatacado.com.br/produto/creme-de-leite-10-italac-200g;2026-03-22 23:31:11
"creme de leite";"Creme de Leite Italac 200g";2,89;200g;Atacadão;https://www.atacadao.com.br/creme-de-leite-italac-1599-27280/p;2026-03-22 23:31:11
"creme de leite";"Creme De Leite Itambé 200g Tp Levíssimo 10% Gordura";2,99;200g;Spani Atacadista;https://www.spanionline.com.br/produto/14389/creme-de-leite-itambe-200g-tp-levissimo-10-gordura;2026-03-22 23:31:11
"creme de leite";"Creme De Milho Pacha 500g";3,09;500g;Spani Atacadista;https://www.spanionline.com.br/produto/3355/creme-de-milho-pacha-500g;2026-03-22 23:31:11
"creme de leite";"Creme Dental Sorrsio 70g Tripla Limpeza Completa";3,19;70g;Spani Atacadista;https://www.spanionline.com.br/produto/6232/creme-dental-sorrsio-70g-tripla-limpeza-completa;2026-03-22 23:31:11
"creme de leite";"Creme Dental Close Up 70g Triple Hortelã";3,29;70g;Spani Atacadista;https://www.spanionline.com.br/produto/6175/creme-dental-close-up-70g-triple-hortela;2026-03-22 23:31:11
"creme de leite";"Creme Dental Close Up 70g Triple Menta";3,29;70g;Spani Atacadista;https://www.spanionline.com.br/produto/6176/creme-dental-close-up-70g-triple-menta;2026-03-22 23:31:11
"creme de leite";"Creme de Leite Itambé 200gpartir de 4 unidadesregras";3,45;200g;Tenda Atacado;https://www.tendaatacado.com.br/produto/creme-de-leite-itambe-200g-25928;2026-03-22 23:31:11
"creme de leite";"Creme de Leite Nestlé Zero Lactose 200g";3,84;200g;Atacadão;https://www.atacadao.com.br/creme-de-leite-nestle-zero-lactose-90852-40739/p;2026-03-22 23:31:11
"creme de leite";"Creme de Leite Nestlé 200g";3,88;200g;Atacadão;https://www.atacadao.com.br/creme-de-leite-nestle-21220-27401/p;2026-03-22 23:31:11
"creme de leite";"Creme de Leite Zero Lactose Italac 200gpartir de 4 unidadesregras";3,95;200g;Tenda Atacado;https://www.tendaatacado.com.br/produto/creme-de-leite-zero-lactose-italac-200g-11406;2026-03-22 23:31:11
"creme de leite";"Creme De Leite Italac 200g Zero Lactose";3,99;200g;Spani Atacadista;https://www.spanionline.com.br/produto/12344/creme-de-leite-italac-200g-zero-lactose;2026-03-22 23:31:11
"creme de leite";"Creme de Leite Piracanjuba Zero Lactose 200g";3,99;200g;Atacadão;https://www.atacadao.com.br/creme-de-leite-piracanjuba-zero-lactose-49706-27461/p;2026-03-22 23:31:11
"creme de leite";"Creme Dental Sorriso 90g Dentes Brancos";4,39;90g;Spani Atacadista;https://www.spanionline.com.br/produto/6226/creme-dental-sorriso-90g-dentes-brancos;2026-03-22 23:31:11
"creme de leite";"Creme de Leite Tradicional Nestlé 200gcionar";4,39;200g;Tenda Atacado;https://www.tendaatacado.com.br/produto/creme-de-leite-tradicional-nestle-200g-2762;2026-03-22 23:31:11
"creme de leite";"Creme de Leite Piracanjuba Zero Lactose 200gpartir de 4 unidadesregras";4,39;200g;Tenda Atacado;https://www.tendaatacado.com.br/produto/creme-de-leite-piracanjuba-zero-lactose-200g-14552;2026-03-22 23:31:11
"creme de leite";"Creme Dental Colgate 90g Máxima Proteção Anticáries";4,59;90g;Spani Atacadista;https://www.spanionline.com.br/produto/6190/creme-dental-colgate-90g-maxima-protecao-anticaries;2026-03-22 23:31:11
"creme de leite";"Creme Dental Colgate Tripla Ação 90g Hortelã";5,79;90g;Spani Atacadista;https://www.spanionline.com.br/produto/6198/creme-dental-colgate-tripla-acao-90g-hortela;2026-03-22 23:31:11
"creme de leite";"Creme Dental Colgate Tripla Ação 90g Menta";5,79;90g;Spani Atacadista;https://www.spanionline.com.br/produto/6199/creme-dental-colgate-tripla-acao-90g-menta;2026-03-22 23:31:11
"creme de leite";"Creme de Leite Itambé 300g";6,40;300g;Atacadão;https://www.atacadao.com.br/creme-de-leite-itambe-1812-27289/p;2026-03-22 23:31:11
"creme de leite";"Creme de Leite Nestlé 300g";6,84;300g;Atacadão;https://www.atacadao.com.br/creme-de-leite-nestle-18843-27398/p;2026-03-22 23:31:11
"creme de leite";"Creme de leite NESTLÉ 300gcionar";6,99;300g;Tenda Atacado;https://www.tendaatacado.com.br/produto/creme-de-leite-tradicional-nestle-300g-197;2026-03-22 23:31:11
"creme de leite";"Margarina Delícia com Creme de Leite com Sal 500gpartir de 3 unidadesregras";7,49;500g;Tenda Atacado;https://www.tendaatacado.com.br/produto/margarina-delicia-com-creme-de-leite-com-sal-500g;2026-03-22 23:31:11
"creme de leite";"Creme De Leite Itambé 300g Lata";7,69;300g;Spani Atacadista;https://www.spanionline.com.br/produto/1931/creme-de-leite-itambe-300g-lata;2026-03-22 23:31:11
"creme de leite";"Creme Dental Colgate 180g Máxima Proteção Anticáries";7,69;180g;Spani Atacadista;https://www.spanionline.com.br/produto/6182/creme-dental-colgate-180g-maxima-protecao-anticaries;2026-03-22 23:31:11
"creme de leite";"Creme Dental Infantil Colgate Tandy 50g Morango";7,69;50g;Spani Atacadista;https://www.spanionline.com.br/produto/6233/creme-dental-infantil-colgate-tandy-50g-morango;2026-03-22 23:31:11
"creme de leite";"Creme Dental Infantil Colgate Tandy 50g Tutti Frutti";7,69;50g;Spani Atacadista;https://www.spanionline.com.br/produto/6234/creme-dental-infantil-colgate-tandy-50g-tutti-frutti;2026-03-22 23:31:11
"creme de leite";"Creme de Leite Itambé 300gpartir de 4 unidadesregras";7,79;300g;Tenda Atacado;https://www.tendaatacado.com.br/produto/creme-de-leite-itambe-300g-2048;2026-03-22 23:31:11
"creme de leite";"Creme De Ricota Tirolez 200g";7,89;200g;Spani Atacadista;https://www.spanionline.com.br/produto/5321/creme-de-ricota-tirolez-200g;2026-03-22 23:31:11
"creme de leite";"Creme De Ricota Tirolez Light 200g";7,99;200g;Spani Atacadista;https://www.spanionline.com.br/produto/5322/creme-de-ricota-tirolez-light-200g;2026-03-22 23:31:11
"creme de leite";"Creme De Ricota Quatá 150g";8,49;150g;Spani Atacadista;https://www.spanionline.com.br/produto/5320/creme-de-ricota-quata-150g;2026-03-22 23:31:11
"creme de leite";"Creme Dental Colgate 180g Tripla Ação";8,49;180g;Spani Atacadista;https://www.spanionline.com.br/produto/6183/creme-dental-colgate-180g-tripla-acao;2026-03-22 23:31:11
"creme de leite";"Loção Hidratante Flor de Ypê Ameixa e Flor de Lótus 200ml";8,99;200ml;Atacadão;https://www.atacadao.com.br/locao-hidratante-flor-de-ype-ameixa-e-flor-de-lotus-96092-45989/p;2026-03-22 23:31:11
"creme de leite";"Creme De Barbear Bozzano 65g Aloe Vera";9,39;65g;Spani Atacadista;https://www.spanionline.com.br/produto/6142/creme-de-barbear-bozzano-65g-aloe-vera;2026-03-22 23:31:11
"creme de leite";"Creme De Barbear Bozzano 65g Pele Sensível";9,39;65g;Spani Atacadista;https://www.spanionline.com.br/produto/6143/creme-de-barbear-bozzano-65g-pele-sensivel;2026-03-22 23:31:11
"creme de leite";"Creme De Barbear Bozzano 65g Refresncante";9,39;65g;Spani Atacadista;https://www.spanionline.com.br/produto/6144/creme-de-barbear-bozzano-65g-refresncante;2026-03-22 23:31:11
"creme de leite";"Creme Dental Oral B 70g 3d White";9,79;70g;Spani Atacadista;https://www.spanionline.com.br/produto/6210/creme-dental-oral-b-70g-3d-white;2026-03-22 23:31:11
"creme de leite";"Creme Dental Colgate 70g Luminous White";10,09;70g;Spani Atacadista;https://www.spanionline.com.br/produto/6189/creme-dental-colgate-70g-luminous-white;2026-03-22 23:31:11
"creme de leite";"Creme P/pentear Monange 300ml Hidrata Com Poder";10,49;300ml;Spani Atacadista;https://www.spanionline.com.br/produto/6244/creme-ppentear-monange-300ml-hidrata-com-poder;2026-03-22 23:31:11
"creme de leite";"Creme P/pentear Monange 300ml Lisos Te Quero";10,49;300ml;Spani Atacadista;https://www.spanionline.com.br/produto/6245/creme-ppentear-monange-300ml-lisos-te-quero;2026-03-22 23:31:11
"creme de leite";"Creme de Leite Damare 1,010kg";10,90;010kg;Atacadão;https://www.atacadao.com.br/creme-de-leite-damare-94877-45111/p;2026-03-22 23:31:11
"creme de leite";"Creme Culinário Daus 1Kgcionar";10,99;1kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/creme-culinario-daus-1kg;2026-03-22 23:31:11
"creme de leite";"Creme De Leite Nestlé 300g Lata";11,76;300g;Spani Atacadista;https://www.spanionline.com.br/produto/1933/creme-de-leite-nestle-300g-lata;2026-03-22 23:31:11
"creme de leite";"Creme Dental Colgate Total 90g Advanced";12,49;90g;Spani Atacadista;https://www.spanionline.com.br/produto/6202/creme-dental-colgate-total-90g-advanced;2026-03-22 23:31:11
"creme de leite";"Creme Dental Colgate 90g Total Whitening";12,49;90g;Spani Atacadista;https://www.spanionline.com.br/produto/6205/creme-dental-colgate-90g-total-whitening;2026-03-22 23:31:11
"creme de leite";"Creme Dental Colgate 90g Sensitve Pro-alívio";12,89;90g;Spani Atacadista;https://www.spanionline.com.br/produto/6195/creme-dental-colgate-90g-sensitve-proalivio;2026-03-22 23:31:11
"creme de leite";"Creme Dental Colgate 90g Sensitve Pro-alívio Branqueador";12,89;90g;Spani Atacadista;https://www.spanionline.com.br/produto/6196/creme-dental-colgate-90g-sensitve-proalivio-branqueador;2026-03-22 23:31:11
"creme de leite";"Creme de Leite Italac 1,030kg";13,85;030kg;Atacadão;https://www.atacadao.com.br/creme-de-leite-italac-65376-27270/p;2026-03-22 23:31:11
"creme de leite";"Creme de Leite Piracanjuba TP 1,030kgcionar";13,90;030kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/creme-de-leite-piracanjuba-tp-1kg-3522;2026-03-22 23:31:11
"creme de leite";"Margarina Delícia com Creme de Leite com Sal 1kgcionar";13,90;1kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/margarina-delicia-com-creme-de-leite-com-sal-1kg;2026-03-22 23:31:11
"creme de leite";"Creme de Leite Piracanjuba 1,030kg";13,90;030kg;Atacadão;https://www.atacadao.com.br/creme-de-leite-piracanjuba-51854-27444/p;2026-03-22 23:31:11
"creme de leite";"Creme De Avelã Nutella 140g";14,59;140g;Spani Atacadista;https://www.spanionline.com.br/produto/4578/creme-de-avela-nutella-140g;2026-03-22 23:31:11
"creme de leite";"Creme de Leite Italac 1,030kgcionar";14,90;030kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/creme-de-leite-italac-1-030kg-15509;2026-03-22 23:31:11
"creme de leite";"Creme De Confeiteiro Qualimax 1kg";15,29;1kg;Spani Atacadista;https://www.spanionline.com.br/produto/4996/creme-de-confeiteiro-qualimax-1kg;2026-03-22 23:31:11
"creme de leite";"Creme De Leite Italac Tp 1.03kg";15,90;03kg;Spani Atacadista;https://www.spanionline.com.br/produto/4997/creme-de-leite-italac-tp-103kg;2026-03-22 23:31:11
