Ingrediente Buscado;Produto Encontrado;Preço (R$);Unidade;Mercado;Link;Data da Coleta
"coxão mole bovino";"Espetinho Bovino Jundiaí Congelado 480g";15,90;480g;Atacadão;https://www.atacadao.com.br/espetinho-bovino-jundiai-congelado-65044-5028/p;2026-03-21 22:20:22
"coxão mole bovino";"Hambúrguer Bovino Friboi 672g";16,70;672g;Atacadão;https://www.atacadao.com.br/hamburguer-bovino-friboi-caixeta-com-672g-37306-21371/p;2026-03-21 22:20:22
"coxão mole bovino";"Hambúrguer Bovino Faroeste Aurora Churrasco 672g";16,90;672g;Atacadão;https://www.atacadao.com.br/hamburguer-bovino-faroeste-aurora-churrasco-caixeta-com-672g-37608-21366/p;2026-03-21 22:20:22
"coxão mole bovino";"Hambúrguer Bovino Perdigão Congelado Nabrasa 540g";24,90;540g;Atacadão;https://www.atacadao.com.br/hamburguer-bovino-perdigao-congelado-nabrasa-3646-56515/p;2026-03-21 22:20:22
"coxão mole bovino";"Carne De Hambúrguer Bovino 36x56g Brasil Burger";36,59;56g;Spani Atacadista;https://www.spanionline.com.br/produto/14074/carne-de-hamburguer-bovino-36x56g-brasil-burger;2026-03-21 22:20:22
"coxão mole bovino";"Carne Bovina Coxão Duro Pul 500g";50,78;500g;Spani Atacadista;https://www.spanionline.com.br/produto/12817/carne-bovina-coxao-duro-pul-500g;2026-03-21 22:20:22
"coxão mole bovino";"Carne Bovina Coxão Mole Pul 500g";56,08;500g;Spani Atacadista;https://www.spanionline.com.br/produto/12816/carne-bovina-coxao-mole-pul-500g;2026-03-21 22:20:22
"coxão mole bovino";"Produto indisponível Doce Confirma Em Caixa 1,1kg Maria Mole";56,08;1kg;Spani Atacadista;https://www.spanionline.com.br/produto/11913/doce-confirma-em-caixa-11kg-maria-mole;2026-03-21 22:20:22
"coxão mole bovino";"Carne De Hambúrguer Bovino 36x90g Brasil Burger";60,49;90g;Spani Atacadista;https://www.spanionline.com.br/produto/14075/carne-de-hamburguer-bovino-36x90g-brasil-burger;2026-03-21 22:20:22
"coxão mole bovino";"Capa de Coxão Mole Bovino 2,2kgo médio 2.2 kg Valor do kg: onar";74,58;2kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/capa-coxao-mole-bov-pc-vc-kg;2026-03-21 22:20:22
"coxão mole bovino";"Coxão Mole Bovino Resfriado Peça 10kgo médio 10 kg Valor do kg: onar";429,00;10kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/coxao-mole-bovino-resfriado-peca-10kg;2026-03-21 22:20:22

"contra file";"File de Coxa e Sobrecoxa de Frango Seara Cong Temperada 1kg";17,90;1kg;Atacadão;https://www.atacadao.com.br/;2026-03-21 22:27:56
"contra file";"Filé de Peito de Frango Desfiado C.Vale Congelado 500g";18,90;500g;Atacadão;https://www.atacadao.com.br/file-de-peito-de-frango-desfiado-c-vale-congelado-94476-44694/p;2026-03-21 22:27:56
"contra file";"Filé de Peito de Frango Seara Congelado IQF 1kg";18,95;1kg;Atacadão;https://www.atacadao.com.br/file-de-peito-de-frango-seara-congelado-37849-12021/p;2026-03-21 22:27:56
"contra file";"Contra Filé Bovino em Bifes Resfriado Bandeja 400go médio 0.4 kg Valor do kg: onar";19,72;400g;Tenda Atacado;https://www.tendaatacado.com.br/produto/contra-file-bovino-bife-400g;2026-03-21 22:27:56
"contra file";"Filé de Coxa e Sobrecoxa de Frango Ad'oro Congelado 1,5kg";20,90;5kg;Atacadão;https://www.atacadao.com.br/file-de-coxa-e-sobrecoxa-de-frango-ad-oro-87220-11535/p;2026-03-21 22:27:56
"contra file";"Filé de Peito de Frango C. Vale Congelado 18kg";287,46;18kg;Atacadão;https://www.atacadao.com.br/file-de-peito-de-frango-c--vale-congelado-50587-11729/p;2026-03-21 22:27:56
"contra filé";"Filé De Sardinha Gomes Da Costa Em Óleo 125g";11,29;125g;Spani Atacadista;https://www.spanionline.com.br/produto/1740/file-de-sardinha-gomes-da-costa-em-oleo-125g;2026-03-21 22:27:56
"contra filé";"Filé de Peito de Frango IQF Copacol Congelado 800g";13,50;800g;Atacadão;https://www.atacadao.com.br/file-de-peito-de-frango-iqf-copacol-congelado-67258-11887/p;2026-03-21 22:27:56
"contra filé";"Filé de Peito de Frango DaGranja Congelado 600g";13,90;600g;Atacadão;https://www.atacadao.com.br/file-de-peito-de-frango-dagranja-congelado-65908-11801/p;2026-03-21 22:27:56
"contra filé";"Filé de Coxa e Sobrecoxa de Frango Lar IQF Congelada 1kg";13,98;1kg;Atacadão;https://www.atacadao.com.br/file-de-coxa-e-sobrecoxa-de-frango-lar-iqf-congelada-39301-11562/p;2026-03-21 22:27:56
"contra filé";"Filé de Frango à Milanesa Seara 400g";13,99;400g;Atacadão;https://www.atacadao.com.br/file-de-frango-a-milanesa-seara-88220-11587/p;2026-03-21 22:27:56
"contra filé";"Filé Coxa e Sobrecoxa de Frango Copacol Congelada 800g";14,90;800g;Atacadão;https://www.atacadao.com.br/file-de-coxa-e-sobrecoxa-de-frango-copacol-congelada-74298-11553/p;2026-03-21 22:27:56
"contra filé";"Filé de Peito de Frango Copacol Cong Bifes 800g";15,90;800g;Atacadão;https://www.atacadao.com.br/file-de-peito-de-frango-copacol-congelado-bifes-67998-11766/p;2026-03-21 22:27:56
"contra filé";"Empanado Filé De Frango Milanesa Seara 400g";15,99;400g;Spani Atacadista;https://www.spanionline.com.br/produto/11636/empanado-file-de-frango-milanesa-seara-400g;2026-03-21 22:27:56
"contra filé";"Frango Filé Sassami Adoro Congelado Iqf 1kg";16,90;1kg;Spani Atacadista;https://www.spanionline.com.br/produto/14029/frango-file-sassami-adoro-congelado-iqf-1kg;2026-03-21 22:27:56
"contra filé";"Filé de Peito de Frango Lar IQF Congelado 1kg";16,90;1kg;Atacadão;https://www.atacadao.com.br/file-de-peito-de-frango-lar-iqf-congelado-46102-11909/p;2026-03-21 22:27:56
"contra filé";"Filé de Peito de Frango Aurora IQF Congelado 1kg";16,90;1kg;Atacadão;https://www.atacadao.com.br/file-de-peito-de-frango-aurora-iqf-congelado-45421-11676/p;2026-03-21 22:27:56
"contra filé";"Filé de Peito de Frango Zip Sadia Congelado 1kg";16,98;1kg;Atacadão;https://www.atacadao.com.br/;2026-03-21 22:27:56
"contra filé";"Filé de Peito de Frango Copacol Congelado 1kg";17,50;1kg;Atacadão;https://www.atacadao.com.br/file-de-peito-de-frango-copacol-congelado-9637-11770/p;2026-03-21 22:27:56
"contra filé";"Filé De Frango Peito Adoro Congelado Iqf 1kg";17,89;1kg;Spani Atacadista;https://www.spanionline.com.br/produto/14028/file-de-frango-peito-adoro-congelado-iqf-1kg;2026-03-21 22:27:56
"contra filé";"Frango Filé De Peito Seara Bandeja 1kg";18,90;1kg;Spani Atacadista;https://www.spanionline.com.br/produto/1086/frango-file-de-peito-seara-bandeja-1kg;2026-03-21 22:27:56
"contra filé";"Filé de Peito de Frango Sadia Congelado 1kg";18,97;1kg;Atacadão;https://www.atacadao.com.br/file-de-peito-de-frango-sadia-congelado-44343-12006/p;2026-03-21 22:27:56
"contra filé";"Filé de Peito de Frango Seara Congelado 1kg";18,98;1kg;Atacadão;https://www.atacadao.com.br/file-de-peito-de-frango-seara-congelado-39632-12027/p;2026-03-21 22:27:56
"contra filé";"Filé De Peito Seara Congelado 1kg";19,98;1kg;Spani Atacadista;https://www.spanionline.com.br/produto/1087/file-de-peito-seara-congelado-1kg;2026-03-21 22:27:56
"contra filé";"Produto indisponível Filé Merluza Pul 600g";19,98;600g;Spani Atacadista;https://www.spanionline.com.br/produto/15049/file-merluza-pul-600g;2026-03-21 22:27:56
"contra filé";"Produto indisponível Filé Tilapia Pul 600g";19,98;600g;Spani Atacadista;https://www.spanionline.com.br/produto/15048/file-tilapia-pul-600g;2026-03-21 22:27:56
"contra filé";"Produto indisponível Filé Panga Pul 600g";19,98;600g;Spani Atacadista;https://www.spanionline.com.br/produto/15047/file-panga-pul-600g;2026-03-21 22:27:56
"contra filé";"Produto indisponível File De Tilapia S/p Oceani 800g";19,98;800g;Spani Atacadista;https://www.spanionline.com.br/produto/14805/file-de-tilapia-sp-oceani-800g;2026-03-21 22:27:56
"contra filé";"Produto indisponível File De Panga Oceani 800g";19,98;800g;Spani Atacadista;https://www.spanionline.com.br/produto/14770/file-de-panga-oceani-800g;2026-03-21 22:27:56
"contra filé";"Produto indisponível Empanado Filé De Coxa E Sobrecoxa 700g";19,98;700g;Spani Atacadista;https://www.spanionline.com.br/produto/14152/empanado-file-de-coxa-e-sobrecoxa-700g;2026-03-21 22:27:56
"contra filé";"Produto indisponível Frango Filé De Coxa Sobrecoxa Seara 1kg";19,98;1kg;Spani Atacadista;https://www.spanionline.com.br/produto/13706/frango-file-de-coxa-sobrecoxa-seara-1kg;2026-03-21 22:27:56
"contra filé";"Produto indisponível Filé De Merluza Se7e Mares 800g";19,98;800g;Spani Atacadista;https://www.spanionline.com.br/produto/13541/file-de-merluza-se7e-mares-800g;2026-03-21 22:27:56
"contra filé";"Produto indisponível Filé De Panga Se7e Mares 800g";19,98;800g;Spani Atacadista;https://www.spanionline.com.br/produto/13539/file-de-panga-se7e-mares-800g;2026-03-21 22:27:56
"contra filé";"Produto indisponível File Polaca Oceani 800g";19,98;800g;Spani Atacadista;https://www.spanionline.com.br/produto/13309/file-polaca-oceani-800g;2026-03-21 22:27:56
"contra filé";"Prato Pronto Seara 500g Filé De Frango À Parmegiana";21,89;500g;Spani Atacadista;https://www.spanionline.com.br/produto/2386/prato-pronto-seara-500g-file-de-frango-a-parmegiana;2026-03-21 22:27:56
"contra filé";"Frango File Peito Aurora 1kg";22,50;1kg;Spani Atacadista;https://www.spanionline.com.br/produto/1108/frango-file-peito-aurora-1kg;2026-03-21 22:27:56
"contra filé";"Carne Suína File Suíno Congelado Seara 700g";23,21;700g;Spani Atacadista;https://www.spanionline.com.br/produto/12244/carne-suina-file-suino-congelado-seara-700g;2026-03-21 22:27:56
"contra filé";"Filé De Polaca Meggs 800g";23,29;800g;Spani Atacadista;https://www.spanionline.com.br/produto/13101/file-de-polaca-meggs-800g;2026-03-21 22:27:56
"contra filé";"Filé De Peito Temperado Seara Iqf 1kg";23,50;1kg;Spani Atacadista;https://www.spanionline.com.br/produto/11588/file-de-peito-temperado-seara-iqf-1kg;2026-03-21 22:27:56
"contra filé";"Filé De Panga Meggs 800g";23,90;800g;Spani Atacadista;https://www.spanionline.com.br/produto/13103/file-de-panga-meggs-800g;2026-03-21 22:27:56
"contra filé";"Filé De Sobrecoxa Congelado Chimichurri Aurora Premium 800g";25,70;800g;Spani Atacadista;https://www.spanionline.com.br/produto/11410/file-de-sobrecoxa-congelado-chimichurri-aurora-premium-800g;2026-03-21 22:27:56
"contra filé";"Filé De Merluza Sem Pele Meggs 800g";25,90;800g;Spani Atacadista;https://www.spanionline.com.br/produto/13102/file-de-merluza-sem-pele-meggs-800g;2026-03-21 22:27:56
"contra filé";"Filé De Tilápia Sem Pele Seara Congelado 600g";25,90;600g;Spani Atacadista;https://www.spanionline.com.br/produto/12762/file-de-tilapia-sem-pele-seara-congelado-600g;2026-03-21 22:27:56
"contra filé";"Filé De Merluza Oceani 800g";33,90;800g;Spani Atacadista;https://www.spanionline.com.br/produto/13331/file-de-merluza-oceani-800g;2026-03-21 22:27:56
"contra filé";"Filé de Peixe Tilápia Vitalmar Congelado 800g";33,90;800g;Atacadão;https://www.atacadao.com.br/file-de-peixe-tilapia-vitalmar-congelado-55351-12388/p;2026-03-21 22:27:56
"contra filé";"File De Tilapia Aurora 800g";34,90;800g;Spani Atacadista;https://www.spanionline.com.br/produto/1092/file-de-tilapia-aurora-800g;2026-03-21 22:27:56
"contra filé";"Filé de Peixe Tilápia Copacol Congelado 800g";36,80;800g;Atacadão;https://www.atacadao.com.br/file-de-peixe-tilapia-copacol-congelado-47952-12374/p;2026-03-21 22:27:56
"contra filé";"Filé de Peixe Tilápia Aurora Congelado 800g";37,90;800g;Atacadão;https://www.atacadao.com.br/file-de-peixe-tilapia-aurora-congelado-pacote-com-800g-61742-12355/p;2026-03-21 22:27:56
"contra filé";"Filé de Peito de Frango Congelado IQF Aurora 3kg";47,70;3kg;Atacadão;https://www.atacadao.com.br/file-de-peito-de-frango-congelado-iqf-aurora-embalagem-com-3kg-45420-11757/p;2026-03-21 22:27:56
"contra filé";"Filé de Peixe Salmão Costa Sul Congelado 800g";84,50;800g;Atacadão;https://www.atacadao.com.br/file-de-peixe-salmao-costa-sul-congelado-9512-59184/p;2026-03-21 22:27:56
"contra filé";"Filé de Salmão Bom Peixe Congelado 1kg";90,90;1kg;Atacadão;https://www.atacadao.com.br/file-de-salmao-bom-peixe-congelado-pacote-com-1kg-63297-12432/p;2026-03-21 22:27:56
"contra filé";"Carne Bovina Filé Mignon Pul 500g";105,90;500g;Spani Atacadista;https://www.spanionline.com.br/produto/12812/carne-bovina-file-mignon-pul-500g;2026-03-21 22:27:56
"contra filé";"Contra Filé Bovino Resfriado Peça 4kgo médio 4 kg Valor do kg: onar";179,60;4kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/contra-file-bovino-resfriado-peca-4kg;2026-03-21 22:27:56
"contra filé";"Filé de Peito de Frango Canção Congelado 20kg";276,00;20kg;Atacadão;https://www.atacadao.com.br/file-de-peito-de-frango-cancao-congelado-88857-40087/p;2026-03-21 22:27:56
"contra filé";"Filé Peito de Frango Lar Congelado Sem Osso e Sem Pele 20kg";299,60;20kg;Atacadão;https://www.atacadao.com.br/file-peito-de-frango-lar-congelado-sem-osso-e-sem-pele-47335-12607/p;2026-03-21 22:27:56
